response_id,policy_id,insured_id,question_id,question_text,response_text,response_quality_label
QR-80159,POL-2020015,INS-10015,Q10,Describe your business continuity plan for ransomware scenarios.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-80160,POL-2020016,INS-10016,Q01,Describe your incident response plan and last test date.,We have an incident response plan document. The plan is reviewed annually. We have not conducted a formal tabletop exercise in the past 18 months.,low
QR-80161,POL-2020016,INS-10016,Q02,Describe your third-party vendor risk management program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-80162,POL-2020016,INS-10016,Q03,Describe your data backup strategy and recovery testing cadence.,Daily backups are performed. Backup recovery is tested when needed. RTO targets are being developed.,low
QR-80163,POL-2020016,INS-10016,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for administrators and remote access. Coverage for all users is in progress.,low
QR-80164,POL-2020016,INS-10016,Q05,Describe your endpoint detection and response (EDR) deployment.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-80165,POL-2020016,INS-10016,Q06,Describe your patch management process and timelines for critical patches.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-80166,POL-2020016,INS-10016,Q07,Describe network segmentation between corporate and production environments.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-80167,POL-2020016,INS-10016,Q08,Describe your security awareness training program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-80168,POL-2020016,INS-10016,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-80169,POL-2020016,INS-10016,Q10,Describe your business continuity plan for ransomware scenarios.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-80170,POL-2020017,INS-10017,Q01,Describe your incident response plan and last test date.,We have an incident response plan document. The plan is reviewed annually. We have not conducted a formal tabletop exercise in the past 18 months.,low
QR-80171,POL-2020017,INS-10017,Q02,Describe your third-party vendor risk management program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-80172,POL-2020017,INS-10017,Q03,Describe your data backup strategy and recovery testing cadence.,Daily backups are performed. Backup recovery is tested when needed. RTO targets are being developed.,low
QR-80173,POL-2020017,INS-10017,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for administrators and remote access. Coverage for all users is in progress.,low
QR-80174,POL-2020017,INS-10017,Q05,Describe your endpoint detection and response (EDR) deployment.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-80175,POL-2020017,INS-10017,Q06,Describe your patch management process and timelines for critical patches.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-80176,POL-2020017,INS-10017,Q07,Describe network segmentation between corporate and production environments.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-80177,POL-2020017,INS-10017,Q08,Describe your security awareness training program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-80178,POL-2020017,INS-10017,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-80179,POL-2020017,INS-10017,Q10,Describe your business continuity plan for ransomware scenarios.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-80180,POL-2020018,INS-10018,Q01,Describe your incident response plan and last test date.,"We maintain a formal incident response plan aligned with NIST SP 800-61. The plan was last tested via tabletop exercise on May 2020 with executive participation. We engage an external IR retainer with a 4-hour SLA. Playbooks exist for ransomware, BEC, and insider threat scenarios.",high
QR-80181,POL-2020018,INS-10018,Q02,Describe your third-party vendor risk management program.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-80182,POL-2020018,INS-10018,Q03,Describe your data backup strategy and recovery testing cadence.,All production systems are backed up daily with immutable storage in a separate cloud account. Backups are encrypted with customer-managed keys. We test full restoration of tier-1 systems quarterly; last test completed June 2020 with RTO of 8 hours achieved.,high
QR-80183,POL-2020018,INS-10018,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is enforced for 100% of users via FIDO2 keys or authenticator apps. Privileged access requires hardware tokens. SaaS applications are integrated via SSO with conditional access policies. Service accounts use certificate-based authentication.,high
